date,thread_url,thread_id,content,username,user_id,user_url,comment_id,forum
2022-11-30,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, Ik ga voor het eerst bestellen. Heb ervaring met verschillende illegale drugs.   Nu zoek ik een vervanger voor mdma en miauw miauw (vgm is dit 4mmc).  Is 4F-MPH vervanger voor mdma  En de 3cmc voor de poes ? Â  ,indewarre.nl,157185,https://drugsforum.nl/members/indewarre-nl.157185/,1805361,drugsforum
2022-11-30,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, 4fmph is niet voor party dat zou ik alleen functioneel gebruiken en 3cmc vind ik pure troep krijg altijd hoofdpijn door die variant dan liever 5mapb met 2fa om het couchlock tegen te gaan (al zou ik het eerst proberen met 5mapb alleen) Â  ,gekkemanlol,142770,https://drugsforum.nl/members/gekkemanlol.142770/,1805363,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, Thnx 5map verkopen ze niet op de site waarnaar ik verwezen ben. Wel snow daar al wat van gehoord ? Â  ,indewarre.nl,157185,https://drugsforum.nl/members/indewarre-nl.157185/,1805404,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, sites ga ik je niet vertellen maar er zijn zat sites te vinden voor deze legale rc's daar heb je het darkweb niet voor nodig Â  ,gekkemanlol,142770,https://drugsforum.nl/members/gekkemanlol.142770/,1805405,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, 3-CMC is niet voor de poes hoor. Â  ,FredKroket,147428,https://drugsforum.nl/members/fredkroket.147428/,1805451,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Nu je het zegt, catnip was ook wel een leuke naam geweest ipv miauw miauw. Â  ",Anunnaki,143367,https://drugsforum.nl/members/anunnaki.143367/,1805453,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Ik heb ook katachtige reacties als ik aan 3-CMC snuffel. Â  ,FredKroket,147428,https://drugsforum.nl/members/fredkroket.147428/,1805455,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Ga je dan ook mooi voor me op de grond liggen en heel lief om aandacht vragen?ðŸ¥° Â  ,Anunnaki,143367,https://drugsforum.nl/members/anunnaki.143367/,1805460,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, Zit niet zo te katten Â  ,Fisherman's friend,155530,https://drugsforum.nl/members/fishermans-friend.155530/,1805472,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388, Het zijn wel twee heel verschillende stimulanten. Pas op met 4F-MPH dat spul is super potent. Ik heb wel eens door de dag heen eyeballed lijntjes gesnoven en dat was al vrij snel niet leuk meer. Doe niet zo dom als ik. Weeg het netjes af en houd rekening met de half life. Â  ,dupont,61674,https://drugsforum.nl/members/dupont.61674/,1805578,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Hoeveel mg kreeg je dan ongeveer binnen, denk je?  Ik heb het een tijdje gebruikt in een depressieve periode. 12,5 tot max 25 mg per dag, niet elke dag, maar bijna. Maar dat was gewoon slikken en heeft misschien een stuk milder effect dan snuiven(?)  @indewarre.nl  4F-MPH is iets totaal anders dan MDMA. 4F-MPH is eigenlijk een soort RC variant van Methylfenidaat (Ritalin), maar dan met (een beetje) meer recreatieve waarde dan Ritalin. Maar het is lang niet zo euforisch als MDMA en werkt ook niet of amper op je serotonine.  6-APB is een mogelijke (RC) vervanger voor MDMA, al is de werking niet helemaal hetzelfde. De werking is langer, stabieler, milder. Imo is 6-APB superieur aan MDMA, maar bedenk je wel dat het een RC (Research Chemical) betreft en er dus veel minder bekend is over mogelijke lange termijn bijwerkingen. Â  ",Mindless,120716,https://drugsforum.nl/members/mindless.120716/,1805586,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,                Komedie  OT: 3-CMC is troep. Niet kopen. Je brein veranderd in een watermeloen als je het snuift. Â  ,Dirkjan,145204,https://drugsforum.nl/members/dirkjan.145204/,1805588,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Sja ik denk dat ieder lijntje zo ron de 10mg was maar mijn junkenhoofd wilde welk half uur wel een lijntje, meer meer meer. Ik weet nog dat ik vrij vroeg begon en rond lunchtijd bang in bed ben gaan liggen. Misschien niet de beste tactiek maar het was echt Anxiety City. Â  ",dupont,61674,https://drugsforum.nl/members/dupont.61674/,1805589,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Het effect duurt met snuiven dan zeker ook korter(?) Want ik heb met gewoon slikken toch wel zo'n 4 uurtjes of zo goed effect.  Ja, als het uitwerkt komt er wel anxiety. Al kwam dat bij mij niet in de buurt van een speed kater thank god... Eerder ""gewoon"" opgefokt, rusteloos zijn. Â  ",Mindless,120716,https://drugsforum.nl/members/mindless.120716/,1805591,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Prrrrr. Â  ,FredKroket,147428,https://drugsforum.nl/members/fredkroket.147428/,1805594,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Snuiven is inderdaad niet aan te raden. Maar in een bommetje vind ik het best oke zo nu en dan. Â  ,Fisherman's friend,155530,https://drugsforum.nl/members/fishermans-friend.155530/,1805596,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Nou mijn cokeverslaafde hoofd wil(de) gewoon regelmatig een lijntje, ook al werkt het spul 10 uur dan nog is er na 30 minuten de zin in de volgende... Dat leidde dan tot overstimulatie. Als ik het me goed herinner heb ik het zakkie toen ook door de WC of gootsteen gespoeld. Met gewone amfetamine kon ik altijd wel goed hard blijven gaan, zelfs met het stramien van elke 30 mins een lijn. Ja de katers... heheh die werden steeds erger. Â  ",dupont,61674,https://drugsforum.nl/members/dupont.61674/,1805601,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Nee. 4F-MPH is een soort ritalin. Dus speed achtig. Â  ,TheRealKoekert,155945,https://drugsforum.nl/members/therealkoekert.155945/,1805617,drugsforum
2022-12-01,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,     Als een vendor dingen verkoopt onder vage straatnamen als 'snow' dan zou ik heel hard wegrennen en nooit meer terug kijken. Â  ,Neo-Shulginist,145222,https://drugsforum.nl/members/neo-shulginist.145222/,1805663,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"     Jaaa die ken ik haha, nieuwe lijnen leggen terwijl de vorige nog in je slijmvlies zit ðŸ˜‚ Heb aardige haat/liefde verhouding met 4fmph ondertussen. Als je het een beetje leert kennen toch wel uniek spulletje imo. Mega focus en toch compleet losjes tegelijk. Brein booster I guess.  Reactie op hierboven: verwant aan speed ja, maar niet vergelijkbaar in werking vind ik persoonlijk. Het remt bij mij bijv niet mijn denken in de diepte, het versterkt het eerder. Bij pep leek het voor mij altijd gwn alsof me IQ 20 punten gedaald was. Â  ",De Laatste Rohikaan,156338,https://drugsforum.nl/members/de-laatste-rohikaan.156338/,1805724,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Het middel heet Euthylone of ook wel ED-DB. De molecuulstructuur lijkt sterk op cocaÃ¯ne met een combinatie van 4mmc. Laboratoria professors zijn hier jarenlang mee bezig geweest en hebben de holy grail ontdekt! Dit product gaat nog populairder worden dan 3mmc zeggen ze...? Â  ,indewarre.nl,157185,https://drugsforum.nl/members/indewarre-nl.157185/,1805787,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    3cmc oraal is best lekker hoor. Â  ,Nihilist88,152494,https://drugsforum.nl/members/nihilist88.152494/,1805794,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Ik ga niet zeggen dat je er niet euforisch van wordt maar het is het niet waard vergeleken met andere drugs. Effect is voorbij voor je kunt zeggen watskeburt? En je heet gauw bij (een groot deel van de mensen tenminste) en vergeleken met 3-mmc is de entactogene kwaliteit ook ver je zoeken Â  ,Dirkjan,145204,https://drugsforum.nl/members/dirkjan.145204/,1805795,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388," Vervanger vr XTC, dan is 6-APB het enige alternatief, stabielere rush, wel vrÃ© potent, qua werkingsduur met lange na-stimulatie.  4F-MPH is gewoon gefluoreerde rc van methylfenidaat, dus de zwakte stim rc in feite.  Dus tov 6apb, ligt de rest van stim rc's enkel verder van MDMA effecten.  4-FMA is ook nog nog lekker potente stim, maar nadruk ligt bij pep, met als extra, zeker entactogene effecten, waardoor de meest euforische en entactogene vd gefluoreerde amfetamine rc's. Â  ",Nihilist88,152494,https://drugsforum.nl/members/nihilist88.152494/,1805796,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Iemand ervaring met deze stof? Zijn veel gemixte meningen over te vinden, maar dat komt ook omdat een hoop de stof verwarren met Ethylone. Â  ",Dilla,157041,https://drugsforum.nl/members/dilla.157041/,1805797,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Jua nog mr 1 x gedaan en was vooral dr de setting fijn. Oraal ist sowieso 5-6u. Mijn ervaring met 3mmc was ook best kort, halfjaar dus. En was daar toen ook niet meteen echt v overtuigd, twas door stapelen dat het Ã§va werd.  Je hebt ook met 6apb de enige serieuze entactogene stim en best potent ook. En 4-FMA is vd amfetamine/pep rc's de potentste met als extra, ook euforische/entactogene effecten, mr hoofdeigenschap blijft strakke pep. 3-FA is pure pep, mr dan beter. Al de rest is minder tot zelfs zwak spul, denk aan 5-MAPB, energieloze prul. Â  ",Nihilist88,152494,https://drugsforum.nl/members/nihilist88.152494/,1805799,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Qua effect zou het nog enigzsins in de buurt kunnen komen maar het lijkt er niet op. Ook qua molecuulstructuur heeft het niks met cocaine te maken. Cocaine is een tropaan alkaloide gewonnen uit de cocaplant. Euthylone is een gesubstitueerde cathinone.  Dit is Eutylone, ofwel Î²-keto-1,3-benzodioxolyl-N-ethylbutanamine, een gesubstitueerde Cathinone.    Dit is Cocaine, oftewel bezoyl-metyhl-ecgonine   Back me up here, @Neo-Shulginist <--- deze man weet z'n shit. Â  ",Dirkjan,145204,https://drugsforum.nl/members/dirkjan.145204/,1805800,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,    Is net als de andere cathinonen een slap aftreksel van bekende/illegale uppers. Deze heeft wat weg van mdma. Het effect is best langdurig. Â  ,Fisherman's friend,155530,https://drugsforum.nl/members/fishermans-friend.155530/,1805808,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"    Ah ja, snap wel wat je bedoelt. Nouja ik heb net 2 gram besteld dus ga het binnenkort wel even ontdekken. Â  ",Dilla,157041,https://drugsforum.nl/members/dilla.157041/,1805813,drugsforum
2022-12-02,https://drugsforum.nl/threads/4f-mph-of-3-cmc.73388/,73388,"        Oh man, dat zijn vervormde cathinones.Het effect zit een beetje tussen MDMA en coke in, maar mensen krijgen relatief veel last van bijwerkingen.  De stof die het meeste kijkt op euthylone (ED-DB) is ephylone (bk-EBDP). Het verschil tussen beide stoffen is Ã©Ã©n koolstof in de 'staart' van het molecuul. Aan bk-EBDP zijn wat mensen dood gegaan (in ieder geval in Nieuw-Zeeland). Daar speelt wel in mee dat mensen dachten dat het MDMA was, maar dat het niet zulke sterke MDMA was. Daardoor bleven ze steeds meer bijpakken omdat ze niet genoeg voelden. Maar goed, kennelijk kan je wel dus overlijden door te veel te nemen. Dat is in combinatie met een stof die sterke cravings veroorzaakt best risky. Want bijpakken is gevaarlijk, maar je kan er niet mee stoppen omdat je zo'n zin hebt.  Ik zou adviseren om echt even niet naar deze vendor te luisteren. Die doen echt superschimmige en gewoon gevaarlijke reclamepraatjes. Dat over 'laboratoria professors', 'jarenlang mee bezig geweest' en 'holy grail' is echt alleen om hun product te pushen. Blijf ajb je informatie checken tegen verschillende bronnen (dus goed dat je het hier bespreekt!).       						This summer's crap drug: n-ethylpentylone - Know Your Stuff NZ 					  If it isnâ€™t MDMA, then itâ€™s very likely to be a new drug called n-ethylpentylone, testing by KnowYourStuffNZ has revealed. Testing at festivals has shown that around one quarter of the drugs that people believe to be MDMA (ecstasy) are not as expected. The most most common substitutions for MDMA...     					knowyourstuff.nz 				             						Letâ€™s talk about Eutylone 					  High Alert | An early warning system for dangerous drugs     					www.highalert.org.nz 				             						A fatal case of intoxication from a single use of eutylone: Clinical symptoms and quantitative analysis results - PubMed 					  Eutylone is a synthetic cathinone that is becoming an increasingly popular drug in the US and Europe. This report describes a fatal case of eutylone intoxication. A 32-year-old man went into cardiac arrest after several minutes of abnormal behavior. Rectal temperature was 37.0 Â°C at 5 h after...     					pubmed.ncbi.nlm.nih.gov 				    Â  ",Neo-Shulginist,145222,https://drugsforum.nl/members/neo-shulginist.145222/,1805815,drugsforum
